Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
4437,3,0,3,0,1,millz  idk who gave that bitch my name
4438,3,0,3,0,1,millz this bitch not tellin me
4439,3,0,3,0,1,millz white bitch
4440,3,0,3,0,1, bitch get yo duck ass off my shit
4441,3,0,1,2,2,dakota lemme just throw a 302 in it hows the tranny
4442,3,2,1,0,0,harm   look at this nigger ass nigger shit right here
4443,3,0,3,0,1,vertybstard emandm  lay in it brother im a honky
4444,3,0,3,0,1,vertybstard yankee noodle is fucking awesome ya bastard
4445,3,1,2,0,1,vertybstard let a honky know man lol
4446,3,0,1,2,2, basic trash
4447,3,0,2,1,1,itsbrooke hey hoe
4448,3,0,3,0,1, ima call his retarded ass
4449,3,0,2,1,1,kapo thats what i call it too  lol its beyond ghetto smh but man u needa quit playin and come back
4450,3,0,3,0,1, just know a countryass old bitch in tn has ur back
4452,3,0,3,0,1, thanks for the invite tho bitch
4453,3,2,1,0,0,  niggers
4454,3,1,2,0,1, your just building the pussy up lmao
4455,3,0,3,0,1,shititslaura haha because im too cool for them hoes lmao jk i got reported supposedly that i was a fake account 128554
4456,3,0,3,0,1,beknowing the bitch that took my phone
4457,3,0,2,1,1,angelis yep which is messiermore dangerousmore environmentallyunfriendly than their retarded new spouts 
4458,3,0,1,2,2, naah da twitter bird 128542
4459,3,3,0,0,0, dont tell me what to do fuck balls kike nigger cunt tits cocksucker chink spic piss bitch bastard pussy faggot
4460,3,3,0,0,0, kill yourself ugly ass monkey looking shit
4461,3,0,3,0,1,dcole you gonna be 33 years old with no bitches watchlol
4462,3,0,3,0,1, what a smelly hater bitch
4463,3,0,2,1,1, here come the desperate hoes 128514
4464,3,0,0,3,2,   that matters 
4465,3,0,0,3,2, you should check it out it aint animated and has charlie murphy in it
4466,3,2,1,0,0,boy  yes im white washed because i dont go around repping my hood and saying a bunch of ignorant nig terms
4467,3,0,2,1,1, but no joke i will say no it is not an oleander and wife will say son of a bitch ron yes the hell it is get out your book
4468,3,1,2,0,1, calm down you little asian lol just go flip a bitch
4469,3,0,2,1,1, this ho korina is craycray
4470,3,0,3,0,1,9 fuck you bitch
4471,3,0,3,0,1,pointprg   did you take a picture of your pussy i hope you super sized it because its huge grand canyon size
4472,3,0,3,0,1,pointprg  tx boy talk about aspecial kind of stupid far left is a under statement down retarded
4473,3,0,3,0,1,pointprg another keyboard commando in real life you hide like a little bitch
4474,3,0,3,0,1, dont get head from hoes with overbites 
4475,3,0,3,0,1,   its a band negro
4476,3,0,3,0,1,  exotic bitchesdo exotic thingsthese hoes aint loyal
4477,3,0,3,0,1, mine will say the intimidator 128514128514 cause bitches cant handle it128514
4478,3,0,2,1,1,  liars ever republican teabagger asshats like stockboy pinoccio
4479,3,0,2,1,1,  if u zoom in you can see his hairy nipples
4480,3,0,0,3,2, in the trash
4481,3,0,3,0,1,  sleep niggah lol
4482,3,0,2,1,1, ill bitch slap you to the shadow realm
4483,3,1,2,0,1, come draw and paint with me niggah
4484,3,2,1,0,0, fuck you fag
4485,3,2,1,0,0, fuck you niggah you gay lol
4486,3,0,3,0,1, go to sleep you fag
4487,3,0,3,0,1, in san diego niggah
4488,3,1,2,0,1, niggah you gay
4489,3,0,3,0,1, not fair youre still a faggot 
4490,3,1,2,0,1, you wish niggah
4491,3,1,2,0,1, kik me u nigglet i need to know when we outs to the pool
4492,3,0,2,1,1, text me u nigglet
4493,3,0,3,0,1, where does that fucking muzzie edict come from feds or prov govts
4494,3,0,3,0,1, an end to the ordination of women and faggots whose only aim is to weaken and split our communion
4495,3,0,2,1,1,   chippah i hopes you aint be hangin wit dis wigger boy
4497,3,1,2,0,1,jon  one charlotte store but of course they are faggots
4498,3,0,3,0,1,lito bitch been on there for ah mintue cdfuuuu
4499,3,0,0,3,2, overpriced complete trash not even debatable
4500,3,1,2,0,1, bitch nigga
4501,3,0,3,0,1, bitch tits
4502,3,0,3,0,1, i know you are a pussy ass coward that is weaker and smaller like gz
4503,6,0,6,0,1, we dont send pussy ass cowards to old sparky
4504,3,0,3,0,1, yeah because george zimmerman is a pussy ass coward
4506,3,0,0,3,2, i need some clams on the half shell  down here all you can get is deep fried clam necks
4507,3,0,3,0,1, she a hoe not a housewife 128527
4508,3,2,1,0,0, it was paul mccartney faggot
4509,3,0,3,0,1, neck titties then pussy
4510,3,1,2,0,1,mac imma shoot that bitch
4511,3,0,3,0,1,tomb yeah us crackers are the devil
4512,3,1,2,0,1,dresb i said something to you gorilla stop listening to monkey music
4513,3,0,3,0,1,mydues yeah when you see him againthat son of a bitch owes me money tell him i been looking for him
4514,3,0,3,0,1, right these hoes aint loyal
4515,3,0,3,0,1, this bitch is not only an idiot but a troll spamblocked so keep spewing ur shit    
4516,3,0,3,0,1,pooh put your money up pussy
4517,3,0,0,3,2, you and me having twitter bird shaped pancakes that would just be a start
4518,3,0,3,0,1,    alright then well in calling you a pussy also
4519,3,3,0,0,0, fuckin muzzie cunts should all be deported savages
4520,3,0,3,0,1,beard gs up hos down rush i mean clearly he likes to party
4521,3,2,0,1,0, screw the ragheads
4522,3,0,3,0,1,b i called your bitch ass 128530
4523,3,0,3,0,1,  oh its coming up little bitch and the us has no veto over it itll be a thrill to watch
4524,3,2,1,0,0,   you fuckin yankees ill be there in 2 months ill meet you pussy
4525,3,0,1,2,2, nah some honkey lookin dude at chr
4526,3,2,1,0,0,b19 realness dryer then them bad ass eyes of your fag
4527,3,0,3,0,1, yup he did like a straight bitch
4528,3,0,3,0,1, the biebs is getting fucked right in the pussy
4529,6,0,6,0,1, this look more like your little baby son of a bitch tcogo58ct7ue7
4530,3,0,3,0,1, right in the pussy
4531,3,0,0,3,2,redbone   exactly by folks who cant favor to get into that lovely old stadium
4532,3,0,0,3,2,redbone   i miss nyc nashville needs a pro al team the closest is kc or tampa thats pretty bad the south is nl
4533,3,0,0,3,2,redbone   i miss the pizza the passion
4534,3,0,1,2,2,redbone   oh yeah and the annoying damn duck calls they outta be banned duck horns
4535,3,0,0,3,2,redbone  just getting in i hope so cause they stunk it up last night
4536,3,0,2,1,1, the whole bunch of the trash needs 2 jus go away they r jus trash
4537,3,0,3,0,1, omg ppl gonna bitch
4538,3,0,0,3,2,  hahaha chunky goalkeeper makes a save with his stomach
4539,3,0,0,3,2,or i prefer zebra visually didnt know about lesser costs
4540,3,0,0,3,2, g   love hbirds used to feed them when i lived in wa state hv them on mtn in sore
4541,3,0,0,3,2, someone gave me a nip of baileys irish cream coffee what can i use it withsuggestions
4542,3,0,0,3,2, i don8217t understand how it8217s weak to give anything to jeter when the astros barely have any history with the yankees
4543,3,0,3,0,1,  i dont love these hoes
4545,3,0,3,0,1,  thats arabic for you one pussy gettin motha fucka
4546,3,0,3,0,1, lmoa  high as giraffe pussy
4547,3,0,1,2,2,escobar too make up for your yellow chompers candyass
4548,3,0,2,1,1, i thought it was beyond retarded  not scary at all
4549,3,0,3,0,1,tyson me nigga you the pussy i got hands for you dawg
4550,3,0,0,3,2, hey do you have that screen shot of djks wiki page being updated regarding the trash can incident
4551,3,1,2,0,1, can we plz go to starbucks and do that ebola sounds like a really ghetto hood name tbh
4552,3,0,3,0,1,jay shut up bitch nigga
4553,3,2,1,0,0, back up faggot
4554,3,0,3,0,1, hell no man im retarded good at situps that run was weak tho
4555,3,0,3,0,1, do i look like mike vick bitch
4556,3,0,2,1,1,tactgear article is flawed took my first chp with brpd was well done even had 2 ghetto gals with a jammy hipurnt 9 but well done
4557,3,0,1,2,2, yung nakalagay sa second page ng handout na may closed ended questions etc tapos lalagay sa 12 yellow pad
4558,3,1,2,0,1, bitch
4559,3,1,2,0,1, you like men faggot
4560,3,2,1,0,0, new york niggas quick to take off on a bitch in public boy lol
4561,3,1,2,0,1,warzone shouldve caught it the first time nigger
4562,3,0,3,0,1, taking off like a bitch bra
4563,3,0,3,0,1, idgaf hoe
4564,3,0,3,0,1, nicca u read what i typed u aint slo by a long shot dont play dumb now litebrite lol
4565,3,0,1,2,2,   typical hitchens type atheist and was watching a doc on how hollywood hates god ready to mock it
4566,3,0,3,0,1, why hold back just say theyre as retarded as their tits are fake theres no in between
4567,3,1,2,0,1,williamb  this nothing to do with my shoes you ignorant twat
4568,3,0,3,0,1, damn you just called yourself a bitch bruh  lol 9995
4569,3,2,1,0,0, fucking coon
4570,3,0,3,0,1, im talkin bout sluts and hoes in general
4571,3,0,1,2,2,   would not spend my money on trash like that
4572,3,3,0,0,0, fuck your mother faggot
4573,3,3,0,0,0, i dont hate that he blew up from 3005 like a hipster but i hate the faggots who say they love his music based off his worst 
4574,3,1,2,0,1, i honesty think the internet is just full of retards
4575,3,0,3,0,1, before i went off to college i wanted to get a ukulele but quickly realised id be a bigger fag than the guitar kid in the quad
4576,3,0,0,3,2, ho no without ur vote we lost the election ak49 is taking oath as pm today 
4577,3,0,2,1,1, i know right but here i am wasting time thinking 1more hr till i start the day im retarded 128541
4578,3,0,0,3,2, yeahi dont think its about injuns i think redskins is about politics and alcoholism in washingtondc 
4579,3,0,0,3,2, my current favorite line is shea moisture its at target and cvs great for dry curly andor colored hair
4580,3,0,3,0,1, whatever hoe
4581,4,0,4,0,1, this guy would so get a show on spike if they could somehow revive the son of a bitch id watch
4582,3,2,1,0,0, you retarded bruh lol
4583,3,0,0,3,2, strawberry shortcake stacked with whipped cream yellow spungecake amp sliced strawberries freshly picked from the farm w my kids
4584,3,0,3,0,1, just played against a heimer support biggest faggot ever stupid cheese champion
4586,3,0,3,0,1,   if i get blocked ill be on that bitches porch drunk and yelling holy shitshe was righti am kanye
4587,6,0,6,0,1, my bitch got the dope in her panties sssshhhhh you to dramatic
4588,3,1,2,0,1, u know how hispanics be takin all the jobs these niggers wont yeah somethin like a hispanic
4589,3,0,3,0,1, lmfao i wasnt scanning anythingthe fat hoes was hittin me up
4590,6,0,6,0,1, boywill how you gonna compare sushi to pussy tho there aint no dicks going in your sushi 128514
4591,3,0,0,3,2, naw i juss like making you a lil mad 128514 i have been gone for too long tho i hate the boonies128589128564
4592,3,0,3,0,1, laughin at my screenshots no bitch this might be a code red
4593,3,1,2,0,1,kaaat how about i just fuck you right in the pussy
4594,3,3,0,0,0,thepharaoh   hes a lying faggot he used inspect element to change the number of dollars in his account
4595,3,1,2,0,1,  yes i like dick and i hate bitches who am i now
4596,6,2,3,1,1,  aye sae en feeld kawkin dyke
4597,6,0,6,0,1, apparently not many bitches have seen that
4598,3,1,2,0,1, cants even fool a colored man wit dis bullshit tcogtln1tpmgi
4599,6,0,6,0,1,kaysavage that bitch was going or nawl
4600,3,0,3,0,1,2014   bitch ass voices in his head haha
4601,3,1,2,0,1,2014  bitch ass jorge haha aint you at work nigga
4602,3,0,3,0,1,2014 im drunk that hoe by myself bro solo dolo
4603,3,1,2,0,1,2014 biiiiiiiitch dont start with this again haha my niggggg grandma come over hoe if ya want ill try to scoop ya up today if ya
4604,3,1,2,0,1, shut up faggot
4605,3,1,2,0,1, fuck you bitch shrimp shorty midget dwarf infant jk
4606,6,1,5,0,1, itskate  pussy x3
4607,3,0,3,0,1,diggins86 get some sleep pussy
4608,3,0,3,0,1,bam  you heard me128530 letting people know you having relationship problems amp arguing on here thats what them hoes like so stop
4609,3,0,0,3,2,  yeah he definitely wasnt the same guy who fought lara but he cuts the ring off well which should be a huge boon to canelo
4610,3,3,0,0,0, dumb haitian fake black faggots go to haiti and neck yourself
4611,3,2,1,0,0, lmaoo what a fag
4612,3,0,3,0,1, i popped a molly every day last year beatthatbitch
4613,3,0,3,0,1,  fuck you punk ass racist lil dick bitch ive reported you fool
4614,3,0,0,3,2, word do any of ur decisions include anchor feather infinity sign bird
4615,3,0,0,3,2, in that picture yes i havent had an updated pic added the angel wing is colored now too and thanks represents what i am 
4616,3,0,3,0,1, intimidated what pussies all i see is a sweet honest woman but seriously you could make this stalking thing so much easier
4617,3,0,3,0,1,6 happy birthday bitch
4618,3,0,3,0,1,26 i cant why you up hoe 98259825
4619,3,1,2,0,1,sheen everything but im outside come get this bitch
4620,9,0,9,0,1,sheen man damn dude come get this bitch lml
4621,3,0,0,3,2, the only thing better than a bargain is a yankee bargain
4622,3,0,3,0,1,leura wayhoesaaay lmao that nigga was about to go beethoven on that bitch 128514
4623,3,0,3,0,1,  bryce still a bitch though
4624,3,0,3,0,1, these hoes aint loyal
4625,3,0,0,3,2,   get some money and stop playing that old trash
4626,3,1,2,0,1,lakee fag fuckin pirelli tire black ass nigga whit a white boy shirt on but my nigga did loosen up a lil bitbowbow
4627,3,0,3,0,1,dec15 haha yeah they do say im a little bitch
4628,3,0,3,0,1, with pick up lines like you havei bet you get so much pussy the numbers are in the negative
4629,3,0,0,3,2, amp the hunters anthem goes al goreing we will go hi ho the dairy o al goreing we will go
4630,6,0,6,0,1, bitch
4631,6,0,5,1,1, wen he ho dwn da road
4632,3,0,2,1,1, no wonder your career is in the dump thats where trash like you belongs thanks to  for pointing out your true colors
4633,3,0,3,0,1, pimpinkendotnet sell a bitch pussy til its drip drop wet the vet not the pethey bitch
4634,3,0,3,0,1,  is a little bitch  thats why
4635,3,0,2,1,1, haha how much are you payed to constantly not know what youre talking about dumb ass 128514128076 wade is trash
4636,3,0,1,2,2, man what about wilson being the 2nd black qb to win a chip talkn about trash talk no shine for russell
4637,3,1,2,0,1, of course u would you pc lemmingone just says the word niggerthe other has all the potential to reek havoc on society
4638,3,0,3,0,1, ms martinez fuckin with the cripple kid
4639,3,0,2,1,1, sheet i cant do that too a cripple
4640,3,0,3,0,1, we in dat bitch my dude
4641,6,0,5,1,1,liampayne be a pussyas in cat
4642,6,0,6,0,1,liampayne be a pussy tcottzsxbts74
4643,3,0,0,3,2, hats on us not trash tho lol
4644,3,2,1,0,0, fuck those faggots
4645,3,1,2,0,1, my nigga know he a bitch
4646,3,2,1,0,0, i agree my fellow cracker
4647,3,0,3,0,1, george didnt have a twitter called no limit nigga where he talked about fighting drugs guns and bitches and hoes
4648,3,0,3,0,1,gadecowboy of course i was being bitch learned from my mom how to make a guy feel like hes 1 foot tall
4649,3,0,3,0,1, one time at band camp i stuck a flute in my pussy spanish springs
4650,3,2,0,1,0, you are full of it these so called children are not children they are illegal border jumpers ms gang members
4651,3,2,1,0,0, and the only band that sucked worse live is those fags guns amp poses
4652,3,0,3,0,1, bitch crib while she cooks me cheesed eggs
4653,3,0,3,0,1, if we finna hoop inside or out fucking retard thats what im saying let me know allergic reaction lip ass nigga
4654,3,0,2,1,1, we some hoes bruhhh lol
4655,3,0,3,0,1, ya bitch crib
4656,3,0,2,1,1,   hes texas trash bro
4657,3,0,0,3,2, i think most rpgs are for the birds i aint no bird brain yo
4658,3,0,3,0,1, retarded pussy games notpc
4659,3,2,1,0,0,  i likes dat name dem sand niggers needs to know dare place in da pecker order
4660,3,2,1,0,0, jesus i would love to do that and more to those muzzie torturers fucking animal savages
4661,3,0,3,0,1,herrrrrr shoulda came to bird mans that shit was so lit
4662,3,1,2,0,1, on she can stay as close as she pleases nigguh
4663,4,0,4,0,1,mitch say how you do that i got this lil bitch who aint getting the memo
4664,3,0,3,0,1, tryanna explain sumn to des young boys out here now daysthey dont know wat a true pimp is i be pimpin des hoes moma lmfaoo
4665,3,0,0,3,2, ughand lemme guess they have yellow cake too heard this story before
4666,3,2,1,0,0, im not a fag gtfo
4667,3,0,3,0,1, not hard toshes kind of a hoe 128513
4668,3,1,2,0,1, bitch watch ya tone before i drag you to the recycling bin you bitch ass nigga you gon end up like limewire ol exe ass nigga
4669,3,1,2,0,1, shut the fuck up you guys a mediocre washed basura juice sit down and win close games against raiders and jets faggot
4670,3,0,3,0,1, target got them high class hoes
4672,3,1,2,0,1,m you bitch 
4673,3,0,3,0,1, oh you cute you fancy bitch
4674,3,0,3,0,1, getting into peoples faces lol yet u r the teabagger all over my twitter dash shut the fuck up already
4675,6,0,6,0,1,  i could have that chick there boobs in my face and score the fight better than the bitch that made it 114114
4676,6,0,6,0,1,  that bitch should be in jail for that 114114
4677,6,2,4,0,1, lmfao i remember all the rednecks in my school with that shit lol
4678,3,0,3,0,1, i had free tickets and couldnt go because i had chemistry aint that a bitch
4679,3,1,2,0,1, i knew farquaad a faggot
4680,3,0,3,0,1,fiair pusha t and ye gonna have to write the whole bitch
4681,3,3,0,0,0,14 so your a nigger fighter huh
4683,3,0,3,0,1, byee iverrishaa 128514128514 ghetto ass name
4684,6,1,3,2,1, razor jim hogg county a dirt poor democrat leaning county hebronville is its seat been there its a near ghetto
4685,3,0,3,0,1, knocked that bitch soul out her body lol
4686,3,2,1,0,0, j no ur wrong stupid nigger
4687,3,0,3,0,1, 2raw on god my bitch bad
4688,3,0,0,3,2, thanks now go clean that trash can ya lil nasty lol
4689,3,0,2,1,1, tx  dead babies piled up like trash at a dump something to be proud of
4690,3,0,3,0,1,san9993 ha lol like at selenas horny bitch lol
4691,3,0,0,3,2, do you know how good hohos are at 2am  answers you havent given up all your hohos whoa 
4692,3,0,3,0,1, those god damn bitches smh run away
4693,3,0,3,0,1, drake is bitch made for that likes phonte so much and wont do a track over that
4694,3,0,3,0,1,ss carter nah son we ca go half if it was my girl bitches be wanting to spend 400 and up on some fake hair
4695,3,0,3,0,1, like who let em bring da heat in dis bitch 128563128552  linkup bro
4696,3,0,3,0,1, is one of the rawest niccas doin dis shit
4697,3,0,3,0,1, fr 12 was finna bam a nicca he said yu lucky i jus got a robbery call
4700,3,0,3,0,1, bro do you fist bitches with that shit
4701,3,1,2,0,1,ron12 its a song hoe
4702,6,1,1,4,2, yeah we know about angloamerican principlesslavery hate racism
4703,3,0,0,3,2, not just  gave 2k a trash nonbasketball soundtrack yall still have problems with servers 128530
4704,3,0,0,3,2, dawg you so trash your momma got charged with littering when she dropped you off for school
4705,3,1,2,0,1,poo aye bitch
4706,3,0,2,1,1, but not disaster pussy that thing is a wreck
4707,3,1,2,0,1,  faggot but you sent me hella nudes hmmmm
4708,3,2,1,0,0, lmao soft ass nigga trying to act all tough you a little bitch sit down and watch from the sidelines pussy
4709,3,1,2,0,1, shut the fuck up your wack as fuck garbage mohawk having faggot stop making music and shovel my snow scrub
4710,3,0,3,0,1, duhlol me tweeting about eating pussy from the back with my tongue in that made that obviouslol
4711,3,1,2,0,1,  only 3 12 yrs till next pres bitches bout what odumba left herhim
4712,3,0,0,3,2,dat was charlie
4713,3,0,2,1,1, tanks a lot dare mr pubes i love my uncle tom 
4714,3,1,2,0,1,soil  you boys sure come up wit some crazy names in my day we never talked about no faggots
4715,3,0,3,0,1, so says the one who fills an empty hole inside herself by worshiping a royal who 4 all u kno may be a raging snotty bitch
4716,3,0,0,3,2, green bananas are better then yellow ones too
4717,3,0,0,3,2, dreams  lets not forget the fact that everyone and their mother has yellow fever
4718,3,0,1,2,2, asains had to take the wu tang clan the draft was suppose to be for half breed like me and  fallinginthedraft
4719,3,0,3,0,1, ima make you a sick entrance song my nig
4720,3,1,2,0,1, you let me know then lol ill go over and kill all them hoes
4721,3,2,1,0,0, faggot sack
4722,3,1,2,0,1,  i am just saying i would beat you down like the bitch that you are then put my foot on your neck and shoot you
4723,3,0,3,0,1, lol dude i wish they hadnt i got a dd214 that would make a pussy like you cry for the enemy
4724,3,1,2,0,1, bitch boy
4725,3,0,3,0,1, bitch
4726,3,0,3,0,1, no reason to hit with you when i know you pussy i wont get no cool points
4727,3,0,3,0,1, i lied it hurt like a bitch and it bruises your arm i would suggest you dont do it lol
4728,3,1,2,0,1, because them niggas that told you bitch made amp they not real niggas or any kind of real
4729,3,0,0,3,2, ok chill love bird lol
4730,3,2,1,0,0, whooooo chelsey fuck her lol she juss a bitch
4731,3,2,1,0,0,boyden bruh we can finally roll like rednecks  drug dealers
4732,3,0,3,0,1,boyden idk lets do some redneck shit ask samuela
4733,3,0,3,0,1,boyden if we dont hang out until the concert smh ima kill a bitch
4734,3,2,1,0,0,boyden well hes a cunt and he can suck my ass
4735,3,1,2,0,1,boyden you fucking twat just start talking
4736,3,0,3,0,1, pussy boi
4737,3,0,3,0,1, you aint shit pussy lol go get hit you aint been touched in 10 yrs lmfao
4738,3,0,0,3,2,  fuzzy dice might be the nicest thing you could put in your car lol 127922127922
4739,3,0,0,3,2, trash smh game rigged bumgarner took roids
4740,3,0,2,1,1, and i replied hoe tco738up5plia
4741,3,0,3,0,1, gotta love tanner country hoes amp allhaha
4742,3,0,3,0,1, thanks the bitch that proofread my tweets on vacation this week
4743,3,3,0,0,0, youre such a faggot
4744,3,0,0,3,2, cracker jack work cdc  did ya think of checking the plane full of people
4745,3,2,0,1,0,   synnseer  why ur profile a one armed nigger
4746,3,0,2,1,1,    poor 5sos has annoying ass cunts as fans they dont care about you at all you know
4747,3,0,3,0,1,vuitton i gotta start treatin these ugly hoes like dimes before they get fine on my ass
4748,3,0,3,0,1,vuitton you see the bitch with the fake leg thats bout to come on lmao she kinda bad doe in the pole
4749,3,0,3,0,1,vuitton her pussy smell like boiled hot dog water and lizard dick
4750,3,0,0,3,2, lester tried to eat your bird
4751,3,2,1,0,0,wntfold you tell me coon
4752,3,0,0,3,2, but  is not even a blogger he doesnt have the moxy or credentials to do anything by himself and create a brand
4753,3,0,3,0,1, nonexistent hoes
4754,3,2,1,0,0,roach happy birthday nicca do coon shit in a responsible way
4756,3,0,3,0,1, lol just like rgiii and go out like a weak bitch and return the next year and win 3 games
4757,3,1,0,2,2,   avila i just noticed you guys called me a jiggaboo
4758,3,1,2,0,1,   avila nigga i will get dick cheese and force you to eat it bitch
4759,4,0,4,0,1,  who knows man that uncle tom mentality will never die ol martin baker headass
4760,3,0,2,1,1, i am always amazed at your resilience to keep on going into the night shift is it really better than the to ghetto
4761,3,0,3,0,1, tony drinking sloppily and saying what i cunt hear you bare ass me again
4762,3,0,1,2,2, hopefully not back in da ghetto
4763,3,0,1,2,2, lol find a redneck from oakleaf to take you
4764,3,0,2,1,1,  i can tell from this tweet that youre a twat
4765,3,0,0,3,2, maam did you clear that tweet with the   careful they may brand you race traitor for the nerve of thinking978665039
4766,3,0,1,2,2,  your opinion plz when election over will there be any improvement or will bo still be allowed to trash america
4767,4,1,3,0,1,  timber nigger
4768,3,0,0,3,2, in this world we dont spank the monkey the monkey spanks us
4769,3,0,3,0,1, i got hoes in different area codes
4770,3,0,3,0,1, i roll up to a bitch an dey like tcoja8t60vgge
4771,3,0,3,0,1, tims a pussy
4772,3,0,3,0,1, hey nig
4773,3,0,0,3,2,sicko get me a bag of those pink n white coloured van sweets please thanks dude 
4774,3,0,3,0,1, thats what i thought pussy
4775,3,3,0,0,0, whats your youtube channel then faggot
4776,3,0,3,0,1, youre not fucking relevant you get followers from follow trains and then unfollow people because youre a faggot
4777,3,1,2,0,1, nigger
4778,6,0,6,0,1, bitch slap that assholewith a chair
4779,3,1,2,0,1, just saw your black nra skit it was vile youre not funny was a fan of yours not anymore cunt
4780,3,0,3,0,1, 128514128557 okay but im the shit hoe
4781,3,0,1,2,2,82 yall gots to take da colored vacation kentucky fried chicken but only da white meat
4782,3,2,0,1,0, rain i wouldnt be proud that faze is in your family hes horrible for one and two hes ugly trailer trash fazeisgay
4783,3,1,2,0,1,theii   that bitch is so stupid its the bey hive not the bee hive lil kim was the queen b bey is queen b
4784,3,0,3,0,1,  no bitch
4785,3,0,3,0,1, real shit that light armor is a bitch to find tho
4786,3,1,2,0,1, this bitch is rting hella cheese tweets right after i said i was lactose intolerant why you gotta do that to me c
4787,3,0,3,0,1, and yes i said spitted bitch
4788,3,0,3,0,1, you a bitch for
4789,6,0,5,1,1, hoe the cookie crisp cop is on the case
4790,3,0,3,0,1, why you gotta phone in your avi texting but you got negative bitches
4791,3,1,2,0,1,  and i dont have a mom bitch ass nigga u better shut your fucking mouth before i do it for you with duck ass
4792,3,0,3,0,1,  if your going to talk shit at least back it up and fight bitch ass nigga i swear u niggas from are fake pussy boy
4793,3,0,3,0,1,  lmfao and im still pulling hoes so how is that suppose to effect me is it suppose to hurt my felling fuck boy
4794,3,3,0,0,0,  oh woulda coulda shoulda ass niggas bitch ass nigga what u bout oh ban wagging ass nigga catch your phase
4795,3,0,3,0,1,  you talkinfgalot of shit but you cant back dem words up tho bitch ass nigga u not talking about fighting
4796,3,1,0,2,2, yeah and youre gonna play with retards who wanna do drugs all day but 128056974965039
4797,3,0,2,1,1, bitches need guidance lol
4798,3,1,2,0,1, now if you photshopped pinhead like johngalt with pistons instead of faggot needlesgt i might be impressedgt gay
4799,3,0,0,3,2,  photos kate upton cheers on the yankees at last nights game tcoq2svyrhudu
4800,3,0,2,1,1,   i think hes retarded or somethin tcoe4p56jkqcx
4801,3,0,3,0,1,   come to the davis show and celebrate with me you retard
4802,3,2,1,0,0,    eye witness joel is a faggot
4803,3,0,2,1,1,gabris yeah hoe
4804,3,0,0,3,2, dont think anyone is mocking the man ive seen people mock the bespectacle of social media mourning cultural zeitgeist of
4805,3,0,3,0,1, i love her too much maybe one of my bitchier birds
4806,3,0,3,0,1, you getting new pussy and not sharing
4808,3,0,1,2,2,kerry i seeing ppl saying running a train on a bird and a parry is the same thing but das not what i knowso looking for clarity
4809,3,0,1,2,2,  i thought he would think it was cuteyou know like when you shut your clam up for 5 minutes dunce
4810,3,0,3,0,1,yg wya bitch
4811,3,1,0,2,2, im redneck crazy
4812,3,0,1,2,2, and i believe we all evolved or whatnot but i find it hard to believe that we all came from apes
4813,3,0,0,3,2, just pulled out his pocket constitution bring it man  just mocked mccains wackobirds comment hahaha standtall
4814,3,0,3,0,1, deep in my pussy were your tongue should be dial 911 if you need halp
4815,3,2,1,0,0,sockson faggot
4816,3,1,2,0,1, you were supposed to hang w me this week nigger
4817,3,1,2,0,1, doubt it cause a bitch aint nothing but a nigga downfall
4818,3,0,3,0,1, only great thing these bitches can offer 128514128514128514
4819,3,1,2,0,1, ke she said she aint tricking off on them hoesllsfoolish
4820,3,0,3,0,1, bad bitch with an open mouth
4821,3,0,3,0,1, trying to get a job after age 50 is a real bitch let alone a new career out of work 15 years about to be homeless
4822,3,1,2,0,1, cunt nigger fuck balls tits cocksucker piss dick kike if you cant take swearing dont go on the god damn internet
4823,3,0,3,0,1, im finna get my leg dne amp my hands catch up hoe
4824,3,0,3,0,1, good one fag boy
4825,3,2,1,0,0, okay closet fag
4826,3,0,3,0,1, i remember a time when hilfiger wus seen as being above polountil he said he aint wan niggers wearing his ish
4827,3,0,3,0,1,imout cunt
4828,3,0,3,0,1, bitch u lame as fuk lol
4829,3,1,2,0,1, 128514 yea ion do brussel sprouts  i barely do cordon bleu but i wanted to try something dif  i get tired of nigger foods
4830,3,0,0,3,2, ok so for what reason did god make parasitic worms whose sole purpose is to burrow into the eye of a small african child
4831,6,1,5,0,1, lol u knw dem project bitches be having dem light brown roaches we call dem water bugs 128514128514
4832,3,0,0,3,2, lmao dude you said we would get no commitment from saudi arabia or jordan how does crow taste more proof you are full of it
4833,3,0,3,0,1, you sure    and lmao pussy
4834,3,0,3,0,1,gape  heyhoe di doedat is funny if its da girl
4835,3,1,2,0,1, chad reeds a fag hes a 5th kinda guy
4836,3,2,1,0,0, ya fag
4837,3,0,0,3,2, a bright neon yellow gauntlet
4838,3,0,3,0,1, you be fucking with to many hoes 
4839,3,2,0,1,0,    ahmed and retard mikey for special olympic boxing
4840,3,0,3,0,1,  lol thats basically like the you got too many hoes curve
4841,3,0,3,0,1, with your height yeah chunky bitch
4842,3,0,3,0,1, just called me a basic bitch and im not sure how i feel about it
4843,3,0,3,0,1, and retarded love is always retarded sentimental
4844,3,0,3,0,1, what a little bitch
4845,3,0,3,0,1, follow me u sexy bitch
4846,3,0,3,0,1, lebron is a bitch damian
4847,3,0,3,0,1, those guys are pussies 128527128079
4848,3,0,0,3,2, there is a bird here on the ground and its still alive i cant believe it
4849,3,1,2,0,1, and does he know youre calling him a fag
4850,3,0,3,0,1,  shiddd add me i a turn that bitch up lmao
